Request ID,Status,Waiting Time,In-Vehicle Time,Detour Time,From Node,To Node
1,Served,5,17,10.0,10,13
2,Served,2,28,19.0,6,22
3,Served,5,25,22.0,17,8
4,Canceled,7,0,-4.0,24,7
5,Served,4,13,7.0,11,8
6,Served,7,2,0.0,22,20
7,Served,6,31,27.0,14,3
8,Served,6,31,25.0,24,17
9,Served,12,5,0.0,18,2
10,Served,5,5,0.0,21,10
11,Canceled,10,0,-4.0,23,18
12,Served,4,6,0.0,9,19
13,Served,10,6,0.0,6,17
14,Served,6,1,0.0,20,21
15,Served,7,5,0.0,24,11
16,Served,8,29,25.0,12,1
17,Canceled,10,0,-8.0,22,5
18,Served,6,5,0.0,20,9
19,Canceled,10,0,-4.0,10,22
20,Served,12,63,55.0,8,12
21,Canceled,14,0,-5.0,23,19
22,Served,11,56,48.0,24,2
23,Served,11,36,31.0,17,2
24,Served,8,2,0.0,16,17
25,Canceled,10,0,-3.0,19,16
26,Served,7,9,0.0,5,23
27,Served,8,10,7.0,22,10
28,Served,10,9,2.0,21,4
29,Served,11,5,0.0,24,11
30,Served,10,10,4.0,12,2
31,Served,9,48,44.0,22,13
32,Canceled,10,0,-2.0,12,3
33,Canceled,10,0,-9.0,5,24
34,Canceled,10,0,-4.0,15,16
35,Served,9,39,34.0,10,18
36,Canceled,10,0,-4.0,21,15
37,Canceled,10,0,-8.0,21,5
38,Served,16,7,0.0,24,6
39,Canceled,10,0,-3.0,19,15
40,Canceled,10,0,-3.0,24,12
41,Canceled,10,0,-5.0,20,6
42,Canceled,10,0,-5.0,20,15
43,Served,14,2,0.0,23,24
44,Served,9,35,28.0,9,22
45,Served,12,10,4.0,7,13
46,Canceled,10,0,-2.0,18,21
47,Served,15,8,0.0,7,3
48,Served,15,21,17.0,22,17
49,Served,14,6,0.0,9,1
50,Canceled,10,0,-4.0,10,8
51,Served,12,3,0.0,14,4
52,Canceled,10,0,-3.0,19,15
53,Canceled,10,0,-6.0,14,13
54,Canceled,10,0,-8.0,10,1
55,Canceled,10,0,-5.0,16,1
56,Canceled,16,0,-6.0,23,4
57,Canceled,10,0,-5.0,8,21
58,Canceled,10,0,-4.0,22,19
59,Canceled,10,0,-4.0,23,18
60,Served,11,12,6.0,6,20
61,Canceled,10,0,-5.0,24,19
62,Served,14,18,13.0,14,19
63,Canceled,16,0,-9.0,23,2
64,Served,16,15,9.0,24,8
65,Canceled,10,0,-3.0,23,21
66,Canceled,10,0,-5.0,12,9
67,Canceled,10,0,-8.0,15,1
68,Canceled,10,0,-6.0,19,12
69,Canceled,10,0,-4.0,17,15
70,Canceled,10,0,-7.0,9,21
71,Canceled,10,0,-4.0,22,19
72,Canceled,10,0,-3.0,17,20
73,Served,16,8,0.0,3,18
74,Canceled,10,0,-1.0,6,2
75,Served,15,6,0.0,16,4
76,Canceled,10,0,-4.0,14,17
77,Served,10,4,0.0,23,11
78,Canceled,10,0,-4.0,12,1
79,Canceled,10,0,-7.0,11,24
80,Canceled,10,0,-3.0,9,7
