Request ID,Status,Waiting Time,In-Vehicle Time,Detour Time,From Node,To Node
1,Served,6,11,4.0,10,13
2,Served,5,13,4.0,6,22
3,Served,5,3,0.0,17,8
4,Served,5,4,0.0,24,7
5,Served,4,6,0.0,11,8
6,Canceled,10,0,-2.0,22,20
7,Served,7,10,6.0,14,3
8,Canceled,8,0,-6.0,24,17
9,Served,14,35,30.0,18,2
10,Canceled,10,0,-5.0,21,10
11,Served,10,4,0.0,23,18
12,Served,8,9,3.0,9,19
13,Served,7,18,12.0,6,17
14,Served,8,8,7.0,20,21
15,Canceled,10,0,-5.0,24,11
16,Served,11,4,0.0,12,1
17,Served,7,16,8.0,22,5
18,Canceled,10,0,-5.0,20,9
19,Canceled,10,0,-4.0,10,22
20,Served,9,8,0.0,8,12
21,Served,5,28,23.0,23,19
22,Served,11,8,0.0,24,2
23,Served,10,9,4.0,17,2
24,Served,8,9,7.0,16,17
25,Canceled,10,0,-3.0,19,16
26,Served,8,11,2.0,5,23
27,Canceled,10,0,-3.0,22,10
28,Served,14,24,17.0,21,4
29,Served,14,8,3.0,24,11
30,Canceled,10,0,-6.0,12,2
31,Canceled,10,0,-4.0,22,13
32,Served,11,2,0.0,12,3
33,Served,15,10,1.0,5,24
34,Canceled,13,0,-4.0,15,16
35,Canceled,10,0,-5.0,10,18
36,Canceled,10,0,-4.0,21,15
37,Canceled,16,0,-8.0,21,5
38,Served,6,9,2.0,24,6
39,Canceled,10,0,-3.0,19,15
40,Served,11,3,0.0,24,12
41,Canceled,10,0,-5.0,20,6
42,Canceled,10,0,-5.0,20,15
43,Canceled,10,0,-2.0,23,24
44,Canceled,10,0,-7.0,9,22
45,Canceled,10,0,-6.0,7,13
46,Canceled,10,0,-2.0,18,21
47,Canceled,10,0,-8.0,7,3
48,Canceled,10,0,-4.0,22,17
49,Canceled,10,0,-6.0,9,1
50,Canceled,10,0,-4.0,10,8
51,Served,11,3,0.0,14,4
52,Canceled,10,0,-3.0,19,15
53,Canceled,10,0,-6.0,14,13
54,Served,4,28,20.0,10,1
55,Canceled,10,0,-5.0,16,1
56,Served,6,29,23.0,23,4
57,Served,6,30,25.0,8,21
58,Served,6,4,0.0,22,19
59,Served,13,9,5.0,23,18
60,Served,5,6,0.0,6,20
61,Canceled,12,0,-5.0,24,19
62,Canceled,10,0,-5.0,14,19
63,Served,12,11,2.0,23,2
64,Canceled,10,0,-6.0,24,8
65,Canceled,10,0,-3.0,23,21
66,Canceled,10,0,-5.0,12,9
67,Served,13,26,18.0,15,1
68,Canceled,10,0,-6.0,19,12
69,Served,13,10,6.0,17,15
70,Canceled,10,0,-7.0,9,21
71,Canceled,10,0,-4.0,22,19
72,Served,11,3,0.0,17,20
73,Served,15,16,8.0,3,18
74,Canceled,10,0,-1.0,6,2
75,Served,13,6,0.0,16,4
76,Canceled,10,0,-4.0,14,17
77,Served,8,7,3.0,23,11
78,Served,13,7,3.0,12,1
79,Served,16,7,0.0,11,24
80,Canceled,10,0,-3.0,9,7
