Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.0007510801660828292,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,0.0011911587789654732,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,7.681857031857032,0.0,11,2,0,1,14,0
15,7.681857031857032,0.0022302267607301474,11,2,0,2,15,0
16,8.431857031857032,0.0,12,2,0,2,16,0
17,8.431857031857032,0.0,12,2,0,3,17,0
18,8.431857031857032,0.0,12,2,0,4,18,0
19,9.116067558172821,0.0,13,2,0,4,19,0
20,9.81606755817282,0.0018374839564785361,14,2,0,4,20,0
21,10.530353272458534,0.0,15,2,0,4,21,0
22,10.530353272458534,0.0,15,2,0,5,22,0
23,11.226005446371577,0.0,16,3,0,4,23,0
24,11.226005446371577,0.0,16,3,0,5,24,0
25,11.226005446371577,0.0008840165100991726,16,3,0,6,25,0
26,13.302928523294653,0.0,19,4,0,3,26,0
27,14.043669264035394,0.0,20,4,0,3,27,0
28,14.043669264035394,0.0,20,4,0,4,28,0
29,16.31953133300091,0.0,23,4,0,2,29,0
30,16.31953133300091,0.004495424684137106,23,4,0,3,30,0
31,17.093724881388006,0.0,24,4,0,3,31,0
32,17.874974881388006,0.0,25,4,0,3,32,0
33,18.662853669266795,0.0,26,4,0,3,33,0
34,19.456971316325617,0.0,27,4,0,3,34,0
35,20.256971316325618,0.0015241121873259544,28,4,0,3,35,0
36,21.062526871881175,0.0,29,4,0,3,36,0
37,21.873337682691986,0.0,30,4,0,3,37,0
38,22.689127156376195,0.0,31,4,0,3,38,0
39,22.689127156376195,0.0,31,4,0,4,39,0
40,22.689127156376195,0.0010985228000208735,31,4,0,5,40,0
41,25.103761302717658,0.0,34,4,0,3,41,0
42,25.93709463605099,0.0,35,4,0,3,42,0
43,26.774303938376573,0.0,36,4,0,3,43,0
44,28.478849392922026,0.0,38,4,0,2,44,0
45,28.478849392922026,8.178126881830394e-05,38,4,0,3,45,0
46,29.32667547987855,0.0,39,4,0,3,46,0
47,30.17773930966578,0.0,40,4,0,3,47,0
48,31.03190597633245,0.0,41,4,0,3,48,0
49,31.889048833475307,0.0,42,4,0,3,49,0
50,32.74904883347531,0.0014459211379289627,43,4,0,3,50,0
51,32.74904883347531,0.0,43,4,0,3,50,0
52,32.74904883347531,0.0,43,4,0,3,50,0
53,32.74904883347531,0.0,43,4,0,3,50,0
54,32.74904883347531,0.0,43,4,0,3,50,0
55,32.74904883347531,0.00030655894079245627,43,4,0,3,50,0
56,32.74904883347531,0.0,43,4,0,3,50,0
57,32.74904883347531,0.0,43,4,0,3,50,0
58,32.74904883347531,0.0,43,4,0,3,50,0
59,32.74904883347531,0.0,43,5,0,2,50,0
60,32.74904883347531,0.0008725245133973658,43,6,0,1,50,0
