Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,1.0,0.0,1,0,0,0,1,0
2,2.0,0.0,2,0,0,0,2,0
3,3.0,0.0,3,0,0,0,3,0
4,4.0,0.0,4,0,0,0,4,0
5,5.0,0.00031405501067638397,5,0,0,0,5,0
6,6.0,0.0,6,0,0,0,6,0
7,7.0,0.0,7,0,0,0,7,0
8,7.0,0.0,7,0,0,1,8,0
9,7.888888888888889,0.0,8,0,0,1,9,0
10,7.888888888888889,0.00013770046643912792,8,0,0,2,10,0
11,8.707070707070708,0.0,9,0,0,2,11,0
12,9.540404040404042,0.0,10,0,0,2,12,0
13,11.309634809634812,0.0,12,0,0,1,13,0
14,12.23820623820624,0.0,13,0,0,1,14,0
15,12.23820623820624,0.0026037890929728746,13,0,0,2,15,0
16,13.11320623820624,0.0,14,0,0,2,16,0
17,13.995559179382711,0.0,15,0,0,2,17,0
18,14.8844480682716,0.0,16,0,0,2,18,0
19,15.779184910376864,0.0,17,0,0,2,19,0
20,16.679184910376865,0.00034626919659785926,18,0,0,2,20,0
21,16.679184910376865,0.0,18,1,0,2,21,0
22,17.542821274013228,0.0,19,1,0,2,22,0
23,18.412386491404533,0.0,20,1,0,2,23,0
24,20.2040531580712,0.0,22,1,0,1,24,0
25,21.124053158071202,0.003712073201313615,23,1,0,1,25,0
26,23.008668542686586,0.0,25,1,0,0,26,0
27,23.971631505649547,0.0,26,1,0,0,27,0
28,24.935917219935263,0.0,27,1,0,0,28,0
29,24.935917219935263,0.0,27,1,0,1,29,0
30,24.935917219935263,0.00043649840517900884,27,1,0,2,30,0
31,24.935917219935263,0.0,27,1,0,3,31,0
32,26.717167219935263,0.0,29,1,0,2,32,0
33,27.626258129026173,0.0,30,1,0,2,33,0
34,28.538022834908524,0.0,31,1,0,2,34,0
35,28.538022834908524,0.003985647577792406,31,1,0,3,35,0
36,30.34357839046408,0.0,33,1,0,2,36,0
37,31.262497309383,0.0,34,1,0,2,37,0
38,32.183549940961946,0.0,35,1,0,2,38,0
39,33.106626864038866,0.0,36,1,0,2,39,0
40,33.106626864038866,2.231683083664393e-06,36,2,0,2,40,0
41,33.106626864038866,0.0,36,3,0,2,41,0
42,33.106626864038866,0.0,36,3,0,3,42,0
43,33.106626864038866,0.0,36,3,0,4,43,0
44,33.106626864038866,0.0,36,3,0,5,44,0
45,33.106626864038866,6.71984744258225e-05,36,3,0,6,45,0
46,33.106626864038866,0.0,36,3,0,7,46,0
47,33.106626864038866,0.0,36,3,0,8,47,0
48,33.106626864038866,0.0,36,3,0,9,48,0
49,33.106626864038866,0.0,36,3,0,10,49,0
50,33.106626864038866,0.00024118773580994457,36,3,0,11,50,0
51,33.106626864038866,0.0,36,4,0,10,50,0
52,33.106626864038866,0.0,36,5,0,9,50,0
53,33.106626864038866,0.0,36,6,0,8,50,0
54,33.106626864038866,0.0,36,7,0,7,50,0
55,33.106626864038866,0.017091667279601097,36,8,0,6,50,0
56,33.106626864038866,0.0,36,9,0,5,50,0
57,33.106626864038866,0.0,36,10,0,4,50,0
58,33.106626864038866,0.0,36,11,0,3,50,0
59,33.106626864038866,0.0,36,12,0,2,50,0
60,33.84662686403887,0.005312853958457708,37,13,0,0,50,0
