Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.0005477086524479091,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,0.003834879957139492,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,7.681857031857032,0.0,11,2,0,1,14,0
15,7.681857031857032,6.855528772575781e-05,11,2,0,2,15,0
16,8.431857031857032,0.0,12,2,0,2,16,0
17,9.196562914209974,0.0,13,2,0,2,17,0
18,9.974340691987752,0.0,14,2,0,2,18,0
19,10.763814376198278,0.0,15,2,0,2,19,0
20,11.563814376198279,0.007696251850575209,16,2,0,2,20,0
21,12.373338185722089,0.0,17,2,0,2,21,0
22,13.191520003903907,0.0,18,2,0,2,22,0
23,14.017606960425645,0.0,19,2,0,2,23,0
24,14.85094029375898,0.0,20,2,0,2,24,0
25,15.69094029375898,7.837311386538204e-06,21,2,0,2,25,0
26,15.69094029375898,0.0,21,3,0,2,26,0
27,15.69094029375898,0.0,21,3,0,3,27,0
28,15.69094029375898,0.0,21,4,0,3,28,0
29,16.449560983414152,0.0,22,4,0,3,29,0
30,17.216227650080818,0.009607422165572643,23,4,0,3,30,0
31,17.216227650080818,0.0,23,4,0,4,31,0
32,17.966227650080818,0.0,24,4,0,4,32,0
33,18.723803407656575,0.0,25,4,0,4,33,0
34,19.488509290009517,0.0,26,4,0,4,34,0
35,21.888509290009516,0.005940260365605354,29,4,0,2,35,0
36,21.888509290009516,0.0,29,4,0,3,36,0
37,23.537157938658165,0.0,31,4,0,2,37,0
38,23.537157938658165,0.0,31,4,0,3,38,0
39,24.357670759170986,0.0,32,4,0,3,39,0
40,25.182670759170986,0.0008766637765802443,33,4,0,3,40,0
41,26.01193905185391,0.0,34,4,0,3,41,0
42,26.845272385187243,0.0,35,4,0,3,42,0
43,27.682481687512826,0.0,36,4,0,3,43,0
44,28.523390778421916,0.0,37,4,0,3,44,0
45,29.36783522286636,2.6740890461951494e-05,38,4,0,3,45,0
46,30.215661309822885,0.0,39,4,0,3,46,0
47,30.215661309822885,0.0,39,4,0,4,47,0
48,31.903161309822885,0.0,41,4,0,3,48,0
49,32.76030416696574,0.0,42,4,0,3,49,0
50,33.62030416696574,3.294065754744224e-05,43,4,0,3,50,0
51,33.62030416696574,0.0,43,4,0,3,50,0
52,33.62030416696574,0.0,43,4,0,3,50,0
53,33.62030416696574,0.0,43,4,0,3,50,0
54,33.62030416696574,0.0,43,4,0,3,50,0
55,33.62030416696574,0.013515342958271503,43,4,0,3,50,0
56,33.62030416696574,0.0,43,4,0,3,50,0
57,33.62030416696574,0.0,43,4,0,3,50,0
58,33.62030416696574,0.0,43,4,0,3,50,0
59,33.62030416696574,0.0,43,5,0,2,50,0
60,33.62030416696574,0.048568498343229294,43,6,0,1,50,0
