Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.0003479956358205527,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,0.008697421289980412,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,7.681857031857032,0.0,11,2,0,1,14,0
15,7.681857031857032,0.00013828130613546818,11,2,0,2,15,0
16,8.431857031857032,0.0,12,2,0,2,16,0
17,8.431857031857032,0.0,12,2,0,3,17,0
18,9.154079254079253,0.0,13,2,0,3,18,0
19,9.154079254079253,0.0,13,2,0,4,19,0
20,10.604079254079252,1.3200035937188659e-05,15,2,0,3,20,0
21,10.604079254079252,0.0,15,2,0,4,21,0
22,10.604079254079252,0.0,15,2,0,5,22,0
23,11.299731427992295,0.0,16,3,0,4,23,0
24,12.75806476132563,0.0,18,3,0,3,24,0
25,13.518064761325629,0.00041616932139731944,19,3,0,3,25,0
26,13.518064761325629,0.0,19,4,0,3,26,0
27,14.25880550206637,0.0,20,4,0,3,27,0
28,15.00880550206637,0.0,21,4,0,3,28,0
29,15.767426191721542,0.0,22,4,0,3,29,0
30,15.767426191721542,0.008413102477788925,22,4,0,4,30,0
31,15.767426191721542,0.0,22,4,0,5,31,0
32,16.48617619172154,0.0,23,5,0,4,32,0
33,17.971024676570025,0.0,25,5,0,3,33,0
34,18.735730558922967,0.0,26,5,0,3,34,0
35,19.50715913035154,1.539716322440654e-05,27,5,0,3,35,0
36,19.50715913035154,0.0,27,5,0,4,36,0
37,20.263915887108297,0.0,28,5,0,4,37,0
38,21.02707378184514,0.0,29,5,0,4,38,0
39,21.79630455107591,0.0,30,5,0,4,39,0
40,21.79630455107591,0.0008629023213870823,30,5,0,5,40,0
41,22.55240211205152,0.0,31,5,0,5,41,0
42,22.55240211205152,0.0,31,5,0,6,42,0
43,24.064030019028266,0.0,33,5,0,5,43,0
44,24.83675729175554,0.0,34,6,0,4,44,0
45,25.614535069533318,0.002063862979412079,35,7,0,3,45,0
46,26.397143765185493,0.0,36,7,0,3,46,0
47,26.397143765185493,0.0,36,7,0,4,47,0
48,26.397143765185493,0.0,36,7,0,5,48,0
49,26.397143765185493,0.0,36,7,0,6,49,0
50,26.397143765185493,0.00048568067722953856,36,7,0,7,50,0
51,27.137143765185492,0.0,37,7,0,6,50,0
52,27.137143765185492,0.0,37,7,0,6,50,0
53,27.137143765185492,0.0,37,7,0,6,50,0
54,27.137143765185492,0.0,37,7,0,6,50,0
55,27.137143765185492,9.520191815681756e-05,37,8,0,5,50,0
56,27.897143765185493,0.0,38,9,0,3,50,0
57,27.897143765185493,0.0,38,9,0,3,50,0
58,27.897143765185493,0.0,38,9,0,3,50,0
59,27.897143765185493,0.0,38,10,0,2,50,0
60,27.897143765185493,0.0028109096456319094,38,11,0,1,50,0
