Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.006352210883051157,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,6.922744069015607e-05,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,6.896142746142746,0.0,10,2,0,2,14,0
15,7.629476079476079,0.007206547539681196,11,2,0,2,15,0
16,8.37947607947608,0.0,12,2,0,2,16,0
17,9.14418196182902,0.0,13,2,0,2,17,0
18,9.921959739606798,0.0,14,2,0,2,18,0
19,10.711433423817324,0.0,15,2,0,2,19,0
20,11.511433423817325,0.0003500577004160732,16,2,0,2,20,0
21,12.320957233341135,0.0,17,2,0,2,21,0
22,13.139139051522953,0.0,18,2,0,2,22,0
23,13.139139051522953,0.0,18,3,0,2,23,0
24,13.93080571818962,0.0,19,3,0,2,24,0
25,13.93080571818962,0.0013563277898356318,19,4,0,2,25,0
26,14.70003648742039,0.0,20,4,0,2,26,0
27,15.477814265198168,0.0,21,4,0,2,27,0
28,15.477814265198168,0.0,21,4,0,3,28,0
29,15.477814265198168,0.0,21,4,0,4,29,0
30,16.97781426519817,0.013174296356737614,23,4,0,3,30,0
31,16.97781426519817,0.0,23,4,0,4,31,0
32,16.97781426519817,0.0,23,4,0,5,32,0
33,17.705086992470896,0.0,24,4,0,5,33,0
34,17.705086992470896,0.0,24,5,0,5,34,0
35,17.705086992470896,1.2428704110334365e-07,24,5,0,6,35,0
36,17.705086992470896,0.0,24,6,0,6,36,0
37,17.705086992470896,0.0,24,6,0,7,37,0
38,17.705086992470896,0.0,24,6,0,8,38,0
39,18.34611263349654,0.0,25,6,0,8,39,0
40,18.34611263349654,6.090917668188922e-05,25,6,0,9,40,0
41,18.34611263349654,0.0,25,6,0,10,41,0
42,18.34611263349654,0.0,25,7,0,10,42,0
43,18.34611263349654,0.0,25,8,0,10,43,0
44,18.34611263349654,0.0,25,9,0,10,44,0
45,18.34611263349654,0.0009477512794546783,25,10,0,10,45,0
46,18.34611263349654,0.0,25,11,0,10,46,0
47,18.34611263349654,0.0,25,12,0,10,47,0
48,18.34611263349654,0.0,25,13,0,10,48,0
49,18.34611263349654,0.0,25,14,0,10,49,0
50,18.34611263349654,0.012807409279048443,25,14,0,11,50,0
51,18.34611263349654,0.0,25,15,0,10,50,0
52,18.34611263349654,0.0,25,16,0,9,50,0
53,19.406112633496537,0.0,27,17,0,6,50,0
54,19.406112633496537,0.0,27,18,0,5,50,0
55,19.406112633496537,0.005678374785929918,27,19,0,4,50,0
56,19.406112633496537,0.0,27,19,0,4,50,0
57,19.406112633496537,0.0,27,19,0,4,50,0
58,19.406112633496537,0.0,27,20,0,3,50,0
59,19.406112633496537,0.0,27,21,0,2,50,0
60,19.406112633496537,0.0001421909691998735,27,22,0,1,50,0
