Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.002285894937813282,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,5.397619047619047,0.0,8,0,0,1,9,0
10,5.397619047619047,0.0012193877482786775,8,0,0,2,10,0
11,6.215800865800865,0.0,9,0,0,2,11,0
12,7.0491341991341985,0.0,10,0,0,2,12,0
13,7.895288045288044,0.0,11,0,0,2,13,0
14,7.895288045288044,0.0,11,1,0,2,14,0
15,8.695288045288045,0.0015095554990693927,12,1,0,2,15,0
16,9.507788045288045,0.0,13,1,0,2,16,0
17,10.331317457052752,0.0,14,1,0,2,17,0
18,11.164650790386085,0.0,15,1,0,2,18,0
19,11.164650790386085,0.0,15,1,0,3,19,0
20,11.964650790386086,0.0006708395667374134,16,1,0,3,20,0
21,12.774174599909896,0.0,17,2,0,2,21,0
22,13.592356418091715,0.0,18,2,0,2,22,0
23,13.592356418091715,0.0,18,2,0,3,23,0
24,15.217356418091715,0.0,20,2,0,2,24,0
25,15.217356418091715,0.00016112788580358028,20,3,0,2,25,0
26,16.02504872578402,0.0,21,3,0,2,26,0
27,17.69171539245069,0.0,23,3,0,1,27,0
28,17.69171539245069,0.0,23,3,0,2,28,0
29,17.69171539245069,0.0,23,3,0,3,29,0
30,18.49171539245069,0.014980189502239227,24,3,0,3,30,0
31,18.49171539245069,0.0,24,3,0,4,31,0
32,18.49171539245069,0.0,24,3,0,5,32,0
33,20.037169937905237,0.0,26,3,0,4,33,0
34,20.037169937905237,0.0,26,3,0,5,34,0
35,20.80859850933381,4.157325747655705e-06,27,3,0,5,35,0
36,20.80859850933381,0.0,27,3,0,6,36,0
37,21.565355266090567,0.0,28,3,0,6,37,0
38,21.565355266090567,0.0,28,3,0,7,38,0
39,21.565355266090567,0.0,28,3,0,8,39,0
40,21.565355266090567,0.00032686456688679755,28,4,0,8,40,0
41,21.565355266090567,0.0,28,5,0,8,41,0
42,22.255831456566757,0.0,29,5,0,8,42,0
43,22.255831456566757,0.0,29,5,0,9,43,0
44,22.255831456566757,0.0,29,5,0,10,44,0
45,22.255831456566757,6.300526729319245e-05,29,6,0,10,45,0
46,22.255831456566757,0.0,29,7,0,10,46,0
47,22.255831456566757,0.0,29,7,0,11,47,0
48,22.255831456566757,0.0,29,8,0,11,48,0
49,22.255831456566757,0.0,29,9,0,11,49,0
50,22.255831456566757,0.0037939061876386404,29,10,0,11,50,0
51,22.255831456566757,0.0,29,11,0,10,50,0
52,22.255831456566757,0.0,29,12,0,9,50,0
53,22.255831456566757,0.0,29,13,0,8,50,0
54,22.855831456566758,0.0,30,14,0,6,50,0
55,22.855831456566758,0.0022901224438101053,30,15,0,5,50,0
56,22.855831456566758,0.0,30,16,0,4,50,0
57,22.855831456566758,0.0,30,16,0,4,50,0
58,22.855831456566758,0.0,30,17,0,3,50,0
59,22.855831456566758,0.0,30,18,0,2,50,0
60,22.855831456566758,0.004985876381397247,30,19,0,1,50,0
