Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.0014687130460515618,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,4.508730158730159,4.8465484724147245e-05,7,0,0,3,10,0
11,6.054184704184705,0.0,9,0,0,2,11,0
12,6.054184704184705,0.0,9,1,0,2,12,0
13,6.823415473415474,0.0,10,1,0,2,13,0
14,6.823415473415474,0.0,10,2,0,2,14,0
15,7.556748806748807,7.461001587216742e-06,11,2,0,2,15,0
16,8.306748806748807,0.0,12,2,0,2,16,0
17,9.07145468910175,0.0,13,2,0,2,17,0
18,9.07145468910175,0.0,13,2,0,3,18,0
19,10.597770478575434,0.0,15,2,0,2,19,0
20,11.397770478575435,0.02934696339070797,16,2,0,2,20,0
21,11.397770478575435,0.0,16,2,0,3,21,0
22,12.170497751302708,0.0,17,2,0,3,22,0
23,12.170497751302708,0.0,17,3,0,3,23,0
24,12.920497751302708,0.0,18,3,0,3,24,0
25,13.680497751302708,9.657823102315888e-05,19,4,0,2,25,0
26,13.680497751302708,0.0,19,4,0,3,26,0
27,13.680497751302708,0.0,19,4,0,4,27,0
28,13.680497751302708,0.0,19,4,0,5,28,0
29,15.094290854750984,0.0,21,4,0,4,29,0
30,15.094290854750984,0.00019818177679553628,21,4,0,5,30,0
31,15.094290854750984,0.0,21,4,0,6,31,0
32,15.781790854750984,0.0,22,5,0,5,32,0
33,15.781790854750984,0.0,22,5,0,6,33,0
34,15.781790854750984,0.0,22,6,0,6,34,0
35,15.781790854750984,0.00031362049048766494,22,6,0,7,35,0
36,15.781790854750984,0.0,22,6,0,8,36,0
37,16.403412476372605,0.0,23,7,0,7,37,0
38,17.692886160583132,0.0,25,7,0,6,38,0
39,17.692886160583132,0.0,25,7,0,7,39,0
40,18.34288616058313,0.0028648553416132927,26,8,0,6,40,0
41,19.684349575217276,0.0,28,8,0,5,41,0
42,19.684349575217276,0.0,28,9,0,5,42,0
43,19.684349575217276,0.0,28,9,0,6,43,0
44,19.684349575217276,0.0,28,9,0,7,44,0
45,19.684349575217276,0.002984496532008052,28,9,0,8,45,0
46,19.684349575217276,0.0,28,10,0,8,46,0
47,19.684349575217276,0.0,28,10,0,9,47,0
48,19.684349575217276,0.0,28,11,0,9,48,0
49,19.684349575217276,0.0,28,11,0,10,49,0
50,19.684349575217276,0.004192876163870096,28,11,0,11,50,0
51,19.684349575217276,0.0,28,12,0,10,50,0
52,19.684349575217276,0.0,28,13,0,9,50,0
53,20.864349575217275,0.0,30,14,0,6,50,0
54,20.864349575217275,0.0,30,15,0,5,50,0
55,20.864349575217275,2.3971733753569424e-05,30,16,0,4,50,0
56,20.864349575217275,0.0,30,16,0,4,50,0
57,20.864349575217275,0.0,30,16,0,4,50,0
58,20.864349575217275,0.0,30,17,0,3,50,0
59,20.864349575217275,0.0,30,18,0,2,50,0
60,20.864349575217275,2.6270099624525756e-06,30,19,0,1,50,0
