Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.00023642269661650062,3,0,0,2,5,0
6,1.6,0.0,3,0,0,3,6,0
7,2.8857142857142857,0.0,5,0,0,2,7,0
8,3.6357142857142857,0.0,6,0,0,2,8,0
9,4.413492063492064,0.0,7,0,0,2,9,0
10,5.213492063492064,0.011591292917728424,8,0,0,2,10,0
11,5.213492063492064,0.0,8,0,0,3,11,0
12,5.963492063492064,0.0,9,1,0,2,12,0
13,6.732722832722833,0.0,10,1,0,2,13,0
14,7.518437118437118,0.0,11,2,0,1,14,0
15,7.518437118437118,0.009681266732513905,11,2,0,2,15,0
16,8.268437118437118,0.0,12,2,0,2,16,0
17,8.268437118437118,0.0,12,2,0,3,17,0
18,8.268437118437118,0.0,12,2,0,4,18,0
19,9.689489750016065,0.0,14,2,0,3,19,0
20,10.439489750016065,0.007258099969476461,15,2,0,3,20,0
21,11.201394511920828,0.0,16,2,0,3,21,0
22,11.201394511920828,0.0,16,3,0,3,22,0
23,11.940524946703437,0.0,17,3,0,3,23,0
24,12.690524946703437,0.0,18,3,0,3,24,0
25,13.450524946703437,0.04384313523769379,19,3,0,3,25,0
26,13.450524946703437,0.0,19,4,0,3,26,0
27,13.450524946703437,0.0,19,4,0,4,27,0
28,14.16481066098915,0.0,20,5,0,3,28,0
29,14.888948592023633,0.0,21,5,0,3,29,0
30,15.67682737990242,2.4538332581869327e-05,22,5,1,3,30,0
31,16.418762863773388,0.0,23,5,0,3,31,0
32,17.168762863773388,0.0,24,5,0,3,32,0
33,17.168762863773388,0.0,24,6,0,3,33,0
34,17.904056981420446,0.0,25,6,0,3,34,0
35,18.64691412427759,0.021514298394322395,26,6,0,3,35,0
36,19.39691412427759,0.0,27,6,0,3,36,0
37,19.39691412427759,0.0,27,7,0,3,37,0
38,19.39691412427759,0.0,27,8,0,3,38,0
39,19.39691412427759,0.0,27,8,0,4,39,0
40,19.39691412427759,0.011521898210048676,27,8,0,5,40,0
41,19.39691412427759,0.0,27,8,0,6,41,0
42,19.39691412427759,0.0,27,8,0,7,42,0
43,19.39691412427759,0.0,27,8,0,8,43,0
44,19.39691412427759,0.0,27,9,0,8,44,0
45,19.39691412427759,0.0010277038672938943,27,9,0,9,45,0
46,19.39691412427759,0.0,27,9,0,10,46,0
47,20.6096800817244,0.0,29,9,0,9,47,0
48,20.6096800817244,0.0,29,10,0,9,48,0
49,20.6096800817244,0.0,29,11,0,9,49,0
50,20.6096800817244,0.004934491124004126,29,12,0,9,50,0
51,23.809680081724398,0.0,34,12,0,4,50,0
52,24.509680081724397,0.0,35,12,0,3,50,0
53,24.509680081724397,0.0,35,12,0,3,50,0
54,24.509680081724397,0.0,35,13,0,2,50,0
55,24.509680081724397,1.05712388176471e-05,35,14,0,1,50,0
56,24.509680081724397,0.0,35,14,0,1,50,0
57,24.509680081724397,0.0,35,14,0,1,50,0
58,24.509680081724397,0.0,35,14,0,1,50,0
59,24.509680081724397,0.0,35,14,0,1,50,0
60,24.509680081724397,0.016586843878030777,35,14,0,1,50,0
