Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,1.0,0.0,1,0,0,0,1,0
2,2.0,0.0,2,0,0,0,2,0
3,3.0,0.0,3,0,0,0,3,0
4,4.0,0.0,4,0,0,0,4,0
5,5.0,0.0025707765016704798,5,0,0,0,5,0
6,5.0,0.0,5,0,0,1,6,0
7,5.857142857142857,0.0,6,0,0,1,7,0
8,5.857142857142857,0.0,6,0,0,2,8,0
9,6.634920634920634,0.0,7,0,0,2,9,0
10,7.434920634920634,0.0002985241590067744,8,0,0,2,10,0
11,8.253102453102452,0.0,9,0,0,2,11,0
12,9.086435786435786,0.0,10,0,0,2,12,0
13,9.932589632589632,0.0,11,0,0,2,13,0
14,10.78973248973249,0.0,12,0,0,2,14,0
15,11.656399156399157,6.274902989389375e-05,13,0,0,2,15,0
16,12.531399156399157,0.0,14,0,0,2,16,0
17,12.531399156399157,0.0,14,1,0,2,17,0
18,13.364732489732491,0.0,15,1,0,2,18,0
19,13.364732489732491,0.0,15,2,0,2,19,0
20,14.164732489732492,0.0015690958825871348,16,2,0,2,20,0
21,14.974256299256302,0.0,17,2,0,2,21,0
22,15.79243811743812,0.0,18,2,0,2,22,0
23,16.61852507395986,0.0,19,2,0,2,23,0
24,17.45185840729319,0.0,20,2,0,2,24,0
25,18.29185840729319,0.009814484976232052,21,2,0,2,25,0
26,19.138012253447037,0.0,22,2,0,2,26,0
27,19.98986410529889,0.0,23,2,0,2,27,0
28,19.98986410529889,0.0,23,3,0,2,28,0
29,19.98986410529889,0.0,23,3,0,3,29,0
30,20.78986410529889,0.002883432200178504,24,4,0,2,30,0
31,20.78986410529889,0.0,24,4,0,3,31,0
32,20.78986410529889,0.0,24,4,0,4,32,0
33,20.78986410529889,0.0,24,4,0,5,33,0
34,20.78986410529889,0.0,24,4,0,6,34,0
35,20.78986410529889,0.003132396377623081,24,4,0,7,35,0
36,20.78986410529889,0.0,24,4,0,8,36,0
37,20.78986410529889,0.0,24,4,0,9,37,0
38,20.78986410529889,0.0,24,4,0,10,38,0
39,21.43088974632453,0.0,25,5,0,9,39,0
40,21.43088974632453,0.001929018646478653,25,6,0,9,40,0
41,21.43088974632453,0.0,25,6,0,10,41,0
42,22.049937365372152,0.0,26,7,0,9,42,0
43,22.049937365372152,0.0,26,8,0,9,43,0
44,23.299937365372152,0.0,28,9,0,7,44,0
45,23.299937365372152,0.010160687379539013,28,10,0,7,45,0
46,23.299937365372152,0.0,28,11,0,7,46,0
47,23.299937365372152,0.0,28,11,0,8,47,0
48,23.299937365372152,0.0,28,11,0,9,48,0
49,23.89177410006603,0.0,29,12,0,8,49,0
50,23.89177410006603,0.012294664978981018,29,12,0,9,50,0
51,23.89177410006603,0.0,29,13,0,8,50,0
52,23.89177410006603,0.0,29,14,0,7,50,0
53,23.89177410006603,0.0,29,14,0,7,50,0
54,23.89177410006603,0.0,29,15,0,6,50,0
55,23.89177410006603,0.004689977038651705,29,16,0,5,50,0
56,23.89177410006603,0.0,29,17,0,4,50,0
57,23.89177410006603,0.0,29,18,0,3,50,0
58,23.89177410006603,0.0,29,19,0,2,50,0
59,23.89177410006603,0.0,29,20,0,1,50,0
60,23.89177410006603,1.5079524018801749e-05,29,20,0,1,50,0
