Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,1.0,0.0,1,0,0,0,1,0
2,2.0,0.0,2,0,0,0,2,0
3,3.0,0.0,3,0,0,0,3,0
4,4.0,0.0,4,0,0,0,4,0
5,5.0,0.024835631251335144,5,0,0,0,5,0
6,6.0,0.0,6,0,0,0,6,0
7,7.0,0.0,7,0,0,0,7,0
8,7.0,0.0,7,0,0,1,8,0
9,7.888888888888889,0.0,8,0,0,1,9,0
10,7.888888888888889,0.0002386609121458605,8,0,0,2,10,0
11,8.707070707070708,0.0,9,0,0,2,11,0
12,9.540404040404042,0.0,10,0,0,2,12,0
13,10.386557886557888,0.0,11,0,0,2,13,0
14,11.243700743700746,0.0,12,0,0,2,14,0
15,12.110367410367413,3.0825185604044236e-06,13,0,0,2,15,0
16,12.985367410367413,0.0,14,0,0,2,16,0
17,12.985367410367413,0.0,14,0,0,3,17,0
18,14.707589632589634,0.0,16,0,0,2,18,0
19,15.602326474694898,0.0,17,1,0,1,19,0
20,16.502326474694897,0.0014307420933619142,18,1,0,1,20,0
21,16.502326474694897,0.0,18,2,0,1,21,0
22,16.502326474694897,0.0,18,2,0,2,22,0
23,17.328413431216635,0.0,19,2,0,2,23,0
24,18.161746764549967,0.0,20,2,0,2,24,0
25,19.001746764549967,9.913163376040757e-05,21,2,0,2,25,0
26,19.001746764549967,0.0,21,2,0,3,26,0
27,20.668413431216635,0.0,23,2,0,2,27,0
28,21.525556288359493,0.0,24,2,0,2,28,0
29,22.387625253876735,0.0,25,2,0,2,29,0
30,22.387625253876735,0.03505277261137962,25,2,0,3,30,0
31,22.387625253876735,0.0,25,2,0,4,31,0
32,22.387625253876735,0.0,25,2,0,5,32,0
33,22.387625253876735,0.0,25,3,0,5,33,0
34,22.387625253876735,0.0,25,3,0,6,34,0
35,22.387625253876735,0.0002780122740659863,25,3,0,7,35,0
36,23.109847476098956,0.0,26,3,0,7,36,0
37,23.109847476098956,0.0,26,3,0,8,37,0
38,23.109847476098956,0.0,26,3,0,9,38,0
39,23.80215516840665,0.0,27,3,0,9,39,0
40,23.80215516840665,0.0006617345497943461,27,3,0,10,40,0
41,23.80215516840665,0.0,27,4,0,10,41,0
42,23.80215516840665,0.0,27,5,0,10,42,0
43,23.80215516840665,0.0,27,5,0,11,43,0
44,23.80215516840665,0.0,27,6,0,11,44,0
45,23.80215516840665,0.0004556485218927264,27,7,0,11,45,0
46,23.80215516840665,0.0,27,8,0,11,46,0
47,24.397899849257712,0.0,28,9,0,10,47,0
48,24.397899849257712,0.0,28,10,0,10,48,0
49,24.397899849257712,0.0,28,11,0,10,49,0
50,24.397899849257712,0.0027590102981776,28,11,0,11,50,0
51,24.397899849257712,0.0,28,12,0,10,50,0
52,24.397899849257712,0.0,28,13,0,9,50,0
53,24.397899849257712,0.0,28,14,0,8,50,0
54,24.397899849257712,0.0,28,15,0,7,50,0
55,24.397899849257712,0.0007951296283863485,28,16,0,6,50,0
56,24.397899849257712,0.0,28,17,0,5,50,0
57,24.397899849257712,0.0,28,18,0,4,50,0
58,24.397899849257712,0.0,28,19,0,3,50,0
59,24.397899849257712,0.0,28,20,0,2,50,0
60,24.397899849257712,0.0005107413162477314,28,21,0,1,50,0
