Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.0014042692491784692,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,1.2793705536751077e-05,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,6.896142746142746,0.0,10,2,0,2,14,0
15,7.629476079476079,3.6279194318922237e-05,11,2,0,2,15,0
16,8.37947607947608,0.0,12,2,0,2,16,0
17,9.14418196182902,0.0,13,2,0,2,17,0
18,9.921959739606798,0.0,14,2,0,2,18,0
19,9.921959739606798,0.0,14,2,0,3,19,0
20,10.671959739606798,0.0007933739689178765,15,2,0,3,20,0
21,10.671959739606798,0.0,15,2,0,4,21,0
22,11.399232466879525,0.0,16,2,0,4,22,0
23,11.399232466879525,0.0,16,3,0,4,23,0
24,11.399232466879525,0.0,16,3,0,5,24,0
25,12.079232466879525,0.010567971505224705,17,4,0,4,25,0
26,12.771540159187216,0.0,18,4,0,4,26,0
27,13.47524386289092,0.0,19,4,0,4,27,0
28,14.189529577176634,0.0,20,4,0,4,28,0
29,14.189529577176634,0.0,20,4,0,5,29,0
30,14.889529577176633,0.004620406311005354,21,5,0,4,30,0
31,14.889529577176633,0.0,21,5,0,5,31,0
32,17.04577957717663,0.0,24,5,0,3,32,0
33,17.80335533475239,0.0,25,6,0,2,33,0
34,18.56806121710533,0.0,26,6,0,2,34,0
35,18.56806121710533,0.0015818449901416898,26,6,0,3,35,0
36,18.56806121710533,0.0,26,6,0,4,36,0
37,18.56806121710533,0.0,26,7,0,4,37,0
38,19.278587532894804,0.0,27,7,0,4,38,0
39,19.996536250843523,0.0,28,8,0,3,39,0
40,19.996536250843523,0.01613612286746502,28,8,0,4,40,0
41,19.996536250843523,0.0,28,8,0,5,41,0
42,20.687012441319713,0.0,29,8,0,5,42,0
43,20.687012441319713,0.0,29,8,0,6,43,0
44,21.368830623137896,0.0,30,8,0,6,44,0
45,21.368830623137896,0.0001770662929629907,30,8,0,7,45,0
46,22.7383958405292,0.0,32,9,0,5,46,0
47,22.7383958405292,0.0,32,10,0,5,47,0
48,22.7383958405292,0.0,32,10,0,6,48,0
49,23.411865228284302,0.0,33,10,0,6,49,0
50,24.091865228284302,8.991355571197346e-05,34,10,0,6,50,0
51,24.091865228284302,0.0,34,11,0,5,50,0
52,24.091865228284302,0.0,34,11,0,5,50,0
53,24.091865228284302,0.0,34,11,0,5,50,0
54,24.7918652282843,0.0,35,12,0,3,50,0
55,24.7918652282843,0.00433347187936306,35,12,0,3,50,0
56,24.7918652282843,0.0,35,12,0,3,50,0
57,24.7918652282843,0.0,35,12,0,3,50,0
58,24.7918652282843,0.0,35,12,0,3,50,0
59,24.7918652282843,0.0,35,13,0,2,50,0
60,24.7918652282843,0.00018742740212474018,35,14,0,1,50,0
