Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,8.281614282168448e-05,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,0.0032391923014074564,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,6.896142746142746,0.0,10,2,0,2,14,0
15,7.629476079476079,0.002513574669137597,11,2,0,2,15,0
16,8.37947607947608,0.0,12,2,0,2,16,0
17,9.14418196182902,0.0,13,2,0,2,17,0
18,9.921959739606798,0.0,14,2,0,2,18,0
19,10.711433423817324,0.0,15,2,0,2,19,0
20,11.511433423817325,0.0016592489555478096,16,2,0,2,20,0
21,12.320957233341135,0.0,17,2,0,2,21,0
22,13.139139051522953,0.0,18,2,0,2,22,0
23,13.139139051522953,0.0,18,3,0,2,23,0
24,13.93080571818962,0.0,19,3,0,2,24,0
25,13.93080571818962,0.0033377499785274267,19,4,0,2,25,0
26,13.93080571818962,0.0,19,4,0,3,26,0
27,14.67154645893036,0.0,20,4,0,3,27,0
28,16.207260744644646,0.0,22,4,0,2,28,0
29,16.207260744644646,0.0,22,4,0,3,29,0
30,17.02610132435479,0.00018848961917683482,23,4,1,3,30,0
31,17.800294872741887,0.0,24,4,0,3,31,0
32,19.394044872741887,0.0,26,4,0,2,32,0
33,20.212226690923703,0.0,27,4,0,2,33,0
34,20.212226690923703,0.0,27,5,0,2,34,0
35,20.212226690923703,0.0015814579091966152,27,5,0,3,35,0
36,20.212226690923703,0.0,27,6,0,3,36,0
37,20.96898344768046,0.0,28,6,0,3,37,0
38,20.96898344768046,0.0,28,6,0,4,38,0
39,21.712573191270206,0.0,29,6,0,4,39,0
40,21.712573191270206,0.000515220919623971,29,6,0,5,40,0
41,21.712573191270206,0.0,29,6,0,6,41,0
42,22.42685890555592,0.0,30,6,0,6,42,0
43,22.42685890555592,0.0,30,6,0,7,43,0
44,22.42685890555592,0.0,30,6,0,8,44,0
45,22.42685890555592,0.001491157221607864,30,7,0,8,45,0
46,22.42685890555592,0.0,30,8,0,8,46,0
47,22.42685890555592,0.0,30,9,0,8,47,0
48,22.42685890555592,0.0,30,9,0,9,48,0
49,23.059511966780413,0.0,31,10,0,8,49,0
50,23.059511966780413,0.015118603594601154,31,10,0,9,50,0
51,23.059511966780413,0.0,31,11,0,8,50,0
52,23.059511966780413,0.0,31,12,0,7,50,0
53,23.059511966780413,0.0,31,12,0,7,50,0
54,23.059511966780413,0.0,31,13,0,6,50,0
55,23.059511966780413,0.0009756531217135489,31,14,0,5,50,0
56,23.059511966780413,0.0,31,15,0,4,50,0
57,23.059511966780413,0.0,31,16,0,3,50,0
58,23.059511966780413,0.0,31,17,0,2,50,0
59,23.059511966780413,0.0,31,18,0,1,50,0
60,23.059511966780413,0.0001294533722102642,31,18,0,1,50,0
