Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.00010592921898933128,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,0.0004708319902420044,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.126911976911977,0.0,9,1,0,2,12,0
13,6.896142746142746,0.0,10,1,0,2,13,0
14,7.681857031857032,0.0,11,2,0,1,14,0
15,7.681857031857032,0.00015555530262645334,11,2,0,2,15,0
16,9.244357031857032,0.0,13,2,0,1,16,0
17,9.244357031857032,0.0,13,2,0,2,17,0
18,10.02213480963481,0.0,14,2,0,2,18,0
19,10.811608493845336,0.0,15,2,0,2,19,0
20,11.611608493845337,0.020544974133372307,16,2,0,2,20,0
21,12.421132303369147,0.0,17,2,0,2,21,0
22,12.421132303369147,0.0,17,2,0,3,22,0
23,14.029827955543059,0.0,19,2,0,2,23,0
24,14.863161288876393,0.0,20,2,0,2,24,0
25,15.703161288876393,2.660014433786273e-05,21,2,0,2,25,0
26,15.703161288876393,0.0,21,3,0,2,26,0
27,16.517976103691208,0.0,22,3,0,2,27,0
28,16.517976103691208,0.0,22,4,0,2,28,0
29,17.31107955196707,0.0,23,4,0,2,29,0
30,17.31107955196707,0.014326892793178558,23,4,0,3,30,0
31,18.085273100354165,0.0,24,4,0,3,31,0
32,18.866523100354165,0.0,25,4,0,3,32,0
33,17.518737552568616,0.0,27,4,1,2,33,0
34,18.342266964333323,0.0,28,4,0,2,34,0
35,19.170838392904752,0.00016616556968074292,29,4,0,2,35,0
36,19.170838392904752,0.0,29,4,0,3,36,0
37,19.981649203715563,0.0,30,4,0,3,37,0
38,20.79743867739977,0.0,31,4,0,3,38,0
39,20.79743867739977,0.0,31,4,0,4,39,0
40,21.597438677399772,0.0027365200221538544,32,4,0,4,40,0
41,23.231585018863186,0.0,34,4,0,3,41,0
42,24.064918352196518,0.0,35,4,0,3,42,0
43,25.76259277080117,0.0,37,4,0,2,43,0
44,26.626229134437533,0.0,38,4,0,2,44,0
45,26.626229134437533,0.0019026388181373477,38,4,0,3,45,0
46,28.343620438785358,0.0,40,4,0,2,46,0
47,28.343620438785358,0.0,40,4,0,3,47,0
48,30.072787105452026,0.0,42,4,0,2,48,0
49,30.95033812586019,0.0,43,4,0,2,49,0
50,31.830338125860187,0.021032730117440224,44,4,0,2,50,0
51,31.830338125860187,0.0,44,4,0,2,50,0
52,31.830338125860187,0.0,44,4,0,2,50,0
53,31.830338125860187,0.0,44,4,0,2,50,0
54,31.830338125860187,0.0,44,4,0,2,50,0
55,31.830338125860187,0.0028420407325029373,44,4,0,2,50,0
56,31.830338125860187,0.0,44,4,0,2,50,0
57,31.830338125860187,0.0,44,4,0,2,50,0
58,31.830338125860187,0.0,44,4,0,2,50,0
59,31.830338125860187,0.0,44,4,0,2,50,0
60,31.830338125860187,0.002952523762360215,44,5,0,1,50,0
