Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.0,0.0,2,0,0,2,4,0
5,1.6,0.000838184030726552,3,0,0,2,5,0
6,2.2666666666666666,0.0,4,0,0,2,6,0
7,2.980952380952381,0.0,5,0,0,2,7,0
8,3.730952380952381,0.0,6,0,0,2,8,0
9,4.508730158730159,0.0,7,0,0,2,9,0
10,5.3087301587301585,0.0002885488502215594,8,0,0,2,10,0
11,6.126911976911977,0.0,9,0,0,2,11,0
12,6.96024531024531,0.0,10,0,0,2,12,0
13,7.806399156399156,0.0,11,0,0,2,13,0
14,7.806399156399156,0.0,11,1,0,2,14,0
15,8.606399156399156,0.000613472773693502,12,1,0,2,15,0
16,9.418899156399156,0.0,13,1,0,2,16,0
17,10.242428568163863,0.0,14,1,0,2,17,0
18,11.075761901497197,0.0,15,1,0,2,18,0
19,11.917867164655092,0.0,16,1,0,2,19,0
20,12.767867164655092,2.381757803959772e-05,17,1,0,2,20,0
21,13.62501002179795,0.0,18,1,0,2,21,0
22,14.488646385434313,0.0,19,1,0,2,22,0
23,15.358211602825618,0.0,20,1,0,2,23,0
24,16.23321160282562,0.0,21,1,0,2,24,0
25,16.23321160282562,0.006946801673620939,21,2,0,2,25,0
26,17.079365448979466,0.0,22,2,0,2,26,0
27,17.931217300831317,0.0,23,2,0,2,27,0
28,18.788360157974175,0.0,24,3,0,1,28,0
29,19.650429123491417,0.0,25,3,0,1,29,0
30,21.417095790158083,0.006662045139819384,27,3,0,0,30,0
31,21.417095790158083,0.0,27,3,0,1,31,0
32,21.417095790158083,0.0,27,3,0,2,32,0
33,21.417095790158083,0.0,27,3,0,3,33,0
34,21.417095790158083,0.0,27,3,0,4,34,0
35,21.417095790158083,0.00046047315117903054,27,3,0,5,35,0
36,21.417095790158083,0.0,27,3,0,6,36,0
37,21.417095790158083,0.0,27,3,0,7,37,0
38,21.417095790158083,0.0,27,3,0,8,38,0
39,22.1350445081068,0.0,28,3,0,8,39,0
40,22.1350445081068,9.869795758277178e-05,28,3,0,9,40,0
41,22.1350445081068,0.0,28,3,0,10,41,0
42,22.82552069858299,0.0,29,4,0,9,42,0
43,22.82552069858299,0.0,29,5,0,9,43,0
44,22.82552069858299,0.0,29,6,0,9,44,0
45,22.82552069858299,0.04477455094456673,29,7,0,9,45,0
46,22.82552069858299,0.0,29,8,0,9,46,0
47,22.82552069858299,0.0,29,9,0,9,47,0
48,22.82552069858299,0.0,29,10,0,9,48,0
49,23.437765596542175,0.0,30,11,0,8,49,0
50,23.437765596542175,0.0001240881101693958,30,11,0,9,50,0
51,23.437765596542175,0.0,30,12,0,8,50,0
52,23.437765596542175,0.0,30,13,0,7,50,0
53,23.437765596542175,0.0,30,13,0,7,50,0
54,23.437765596542175,0.0,30,14,0,6,50,0
55,23.437765596542175,0.0003519578604027629,30,15,0,5,50,0
56,23.437765596542175,0.0,30,16,0,4,50,0
57,24.057765596542176,0.0,31,17,0,2,50,0
58,24.057765596542176,0.0,31,18,0,1,50,0
59,24.057765596542176,0.0,31,19,0,0,50,0
60,24.057765596542176,0.004153537098318338,31,19,0,0,50,0
