Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,0.5,0.0,1,0,0,1,2,0
3,0.5,0.0,1,0,0,2,3,0
4,1.75,0.0,3,0,0,1,4,0
5,3.55,0.0001045691897161305,5,0,0,0,5,0
6,4.55,0.0,6,0,0,0,6,0
7,5.55,0.0,7,0,0,0,7,0
8,6.55,0.0,8,0,0,0,8,0
9,7.55,0.0,9,0,0,0,9,0
10,7.55,0.01753576658666134,9,0,0,1,10,0
11,7.55,0.0,9,0,0,2,11,0
12,8.383333333333333,0.0,10,0,0,2,12,0
13,9.22948717948718,0.0,11,0,0,2,13,0
14,10.086630036630037,0.0,12,0,0,2,14,0
15,10.953296703296704,0.0001687248732196167,13,0,0,2,15,0
16,11.828296703296704,0.0,14,0,0,2,16,0
17,12.710649644473175,0.0,15,0,0,2,17,0
18,13.599538533362065,0.0,16,0,0,2,18,0
19,14.494275375467328,0.0,17,0,0,2,19,0
20,15.394275375467329,0.005175129976123571,18,0,0,2,20,0
21,15.394275375467329,0.0,18,1,0,2,21,0
22,15.394275375467329,0.0,18,2,0,2,22,0
23,16.22036233198907,0.0,19,2,0,2,23,0
24,17.0536956653224,0.0,20,2,0,2,24,0
25,17.8936956653224,0.006159232463687658,21,2,0,2,25,0
26,18.739849511476248,0.0,22,2,0,2,26,0
27,19.5917013633281,0.0,23,2,0,2,27,0
28,20.448844220470956,0.0,24,2,0,2,28,0
29,21.3109131859882,0.0,25,2,0,2,29,0
30,22.177579852654866,0.01443785522133112,26,2,0,2,30,0
31,23.04854759459035,0.0,27,2,0,2,31,0
32,23.04854759459035,0.0,27,3,0,2,32,0
33,23.04854759459035,0.0,27,4,0,2,33,0
34,23.872077006355056,0.0,28,4,0,2,34,0
35,24.700648434926485,0.0013674269430339336,29,4,0,2,35,0
36,24.700648434926485,0.0,29,4,0,3,36,0
37,26.349297083575134,0.0,31,4,0,2,37,0
38,27.191402346733028,0.0,32,4,0,2,38,0
39,28.037556192886875,0.0,33,4,0,2,39,0
40,28.887556192886876,0.0082668112590909,34,4,0,2,40,0
41,29.741214729472244,0.0,35,4,0,2,41,0
42,30.5983575866151,0.0,36,4,0,2,42,0
43,30.5983575866151,0.0,36,5,0,2,43,0
44,30.5983575866151,0.0,36,6,0,2,44,0
45,30.5983575866151,0.013370576314628124,36,6,0,3,45,0
46,30.5983575866151,0.0,36,6,0,4,46,0
47,30.5983575866151,0.0,36,6,0,5,47,0
48,30.5983575866151,0.0,36,6,0,6,48,0
49,31.353459627431427,0.0,37,6,0,6,49,0
50,31.353459627431427,0.0022135081235319376,37,6,0,7,50,0
51,31.353459627431427,0.0,37,6,0,7,50,0
52,31.353459627431427,0.0,37,6,0,7,50,0
53,31.353459627431427,0.0,37,6,0,7,50,0
54,31.353459627431427,0.0,37,7,0,6,50,0
55,31.353459627431427,0.0002163235767511651,37,8,0,5,50,0
56,31.353459627431427,0.0,37,9,0,4,50,0
57,31.353459627431427,0.0,37,10,0,3,50,0
58,31.353459627431427,0.0,37,11,0,2,50,0
59,31.353459627431427,0.0,37,12,0,1,50,0
60,31.353459627431427,0.0005577957490459085,37,12,0,1,50,0
