Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,1.0,0.0,1,0,0,0,1,0
2,2.0,0.0,2,0,0,0,2,0
3,3.0,0.0,3,0,0,0,3,0
4,4.0,0.0,4,0,0,0,4,0
5,5.0,0.00032420927891507745,5,0,0,0,5,0
6,6.0,0.0,6,0,0,0,6,0
7,7.0,0.0,7,0,0,0,7,0
8,7.0,0.0,7,0,0,1,8,0
9,7.888888888888889,0.0,8,0,0,1,9,0
10,7.888888888888889,0.0009671710431575775,8,0,0,2,10,0
11,8.707070707070708,0.0,9,0,0,2,11,0
12,9.540404040404042,0.0,10,0,0,2,12,0
13,10.386557886557888,0.0,11,0,0,2,13,0
14,11.243700743700746,0.0,12,0,0,2,14,0
15,12.110367410367413,0.00024316897906828672,13,0,0,2,15,0
16,12.985367410367413,0.0,14,0,0,2,16,0
17,13.867720351543884,0.0,15,0,0,2,17,0
18,14.756609240432773,0.0,16,0,0,2,18,0
19,14.756609240432773,0.0,16,1,0,2,19,0
20,15.606609240432773,0.0008901159162633121,17,1,0,2,20,0
21,15.606609240432773,0.0,17,2,0,2,21,0
22,16.42479105861459,0.0,18,2,0,2,22,0
23,17.25087801513633,0.0,19,2,0,2,23,0
24,18.084211348469662,0.0,20,2,0,2,24,0
25,18.92421134846966,0.00862661749124527,21,2,0,2,25,0
26,19.77036519462351,0.0,22,2,0,2,26,0
27,20.62221704647536,0.0,23,2,0,2,27,0
28,21.479359903618217,0.0,24,2,0,2,28,0
29,22.34142886913546,0.0,25,2,0,2,29,0
30,23.208095535802126,0.0012987166410312057,26,2,0,2,30,0
31,24.07906327773761,0.0,27,2,0,2,31,0
32,24.07906327773761,0.0,27,3,0,2,32,0
33,24.927548126222458,0.0,28,3,0,2,33,0
34,24.927548126222458,0.0,28,4,0,2,34,0
35,25.756119554793887,0.006677975878119469,29,4,0,2,35,0
36,26.58945288812722,0.0,30,4,0,2,36,0
37,27.427290725965058,0.0,31,4,0,2,37,0
38,28.269395989122952,0.0,32,4,0,2,38,0
39,29.1155498352768,0.0,33,4,0,2,39,0
40,29.9655498352768,0.0004146378196310252,34,4,0,2,40,0
41,30.819208371862167,0.0,35,4,0,2,41,0
42,31.676351229005025,0.0,36,4,0,2,42,0
43,33.42053727551665,0.0,38,5,0,0,43,0
44,34.306900911880284,0.0,39,5,0,0,44,0
45,35.19578980076917,0.001332949846982956,40,5,0,0,45,0
46,36.087094148595256,0.0,41,5,0,0,46,0
47,36.98071116987185,0.0,42,5,0,0,47,0
48,37.87654450320519,0.0,43,5,0,0,48,0
49,38.77450368687866,0.0,44,5,0,0,49,0
50,38.77450368687866,1.2351957593637053e-05,44,5,0,1,50,0
51,38.77450368687866,0.0,44,5,0,1,50,0
52,38.77450368687866,0.0,44,5,0,1,50,0
53,38.77450368687866,0.0,44,5,0,1,50,0
54,38.77450368687866,0.0,44,5,0,1,50,0
55,38.77450368687866,0.003009038744494319,44,5,0,1,50,0
56,38.77450368687866,0.0,44,5,0,1,50,0
57,38.77450368687866,0.0,44,5,0,1,50,0
58,39.67450368687866,0.0,45,5,0,0,50,0
59,39.67450368687866,0.0,45,5,0,0,50,0
60,39.67450368687866,1.5756726497784257e-05,45,5,0,0,50,0
