Step,Total Reward,Loss,Matched Passengers,Canceled,Dropped Passengers,Waiting Passengers,Total Accounted Passengers,Rebalancing Count
1,0.0,0.0,0,0,0,1,1,0
2,1.5,0.0,2,0,0,0,2,0
3,2.5,0.0,3,0,0,0,3,0
4,3.5,0.0,4,0,0,0,4,0
5,4.5,0.007773980498313904,5,0,0,0,5,0
6,5.5,0.0,6,0,0,0,6,0
7,6.5,0.0,7,0,0,0,7,0
8,6.5,0.0,7,0,0,1,8,0
9,7.388888888888889,0.0,8,0,0,1,9,0
10,7.388888888888889,0.0011977454414591193,8,0,0,2,10,0
11,8.207070707070708,0.0,9,0,0,2,11,0
12,9.040404040404042,0.0,10,0,0,2,12,0
13,9.886557886557888,0.0,11,0,0,2,13,0
14,10.743700743700746,0.0,12,0,0,2,14,0
15,11.610367410367413,2.6148269171244465e-05,13,0,0,2,15,0
16,12.485367410367413,0.0,14,0,0,2,16,0
17,13.367720351543884,0.0,15,0,0,2,17,0
18,14.256609240432773,0.0,16,0,0,2,18,0
19,16.098714503590667,0.0,18,1,0,0,19,0
20,17.048714503590666,5.795889956061728e-05,19,1,0,0,20,0
21,18.00109545597162,0.0,20,1,0,0,21,0
22,18.955640910517072,0.0,21,1,0,0,22,0
23,19.912162649647506,0.0,22,1,0,0,23,0
24,20.870495982980838,0.0,23,1,0,0,24,0
25,21.83049598298084,0.0006460148142650723,24,1,0,0,25,0
26,22.7920344445193,0.0,25,1,0,0,26,0
27,23.75499740748226,0.0,26,1,0,0,27,0
28,24.719283121767976,0.0,27,1,0,0,28,0
29,25.684800363147286,0.0,28,1,0,0,29,0
30,26.65146702981395,9.616545139579102e-05,29,1,0,0,30,0
31,26.65146702981395,0.0,29,1,0,1,31,0
32,26.65146702981395,0.0,29,1,0,2,32,0
33,27.56055793890486,0.0,30,1,0,2,33,0
34,28.472322644787212,0.0,31,1,0,2,34,0
35,29.386608359072927,0.001339610549621284,32,1,0,2,35,0
36,30.303275025739595,0.0,33,1,0,2,36,0
37,31.222193944658514,0.0,34,1,0,2,37,0
38,31.222193944658514,0.0,34,1,0,3,38,0
39,32.11962984209441,0.0,35,1,0,3,39,0
40,32.11962984209441,0.011758384294807911,35,1,0,4,40,0
41,32.997678622582214,0.0,36,1,0,4,41,0
42,33.87863100353459,0.0,37,2,0,3,42,0
43,33.87863100353459,0.0,37,3,0,3,43,0
44,33.87863100353459,0.0,37,3,0,4,44,0
45,33.87863100353459,4.877507308265194e-06,37,3,0,5,45,0
46,33.87863100353459,0.0,37,3,0,6,46,0
47,33.87863100353459,0.0,37,3,0,7,47,0
48,33.87863100353459,0.0,37,3,0,8,48,0
49,34.65414120761623,0.0,38,4,0,7,49,0
50,34.65414120761623,1.502212825243987e-07,38,4,0,8,50,0
51,34.65414120761623,0.0,38,4,0,8,50,0
52,34.65414120761623,0.0,38,5,0,7,50,0
53,34.65414120761623,0.0,38,5,0,7,50,0
54,34.65414120761623,0.0,38,6,0,6,50,0
55,34.65414120761623,0.002271380042657256,38,7,0,5,50,0
56,34.65414120761623,0.0,38,8,0,4,50,0
57,35.43414120761623,0.0,39,9,0,2,50,0
58,36.234141207616226,0.0,40,9,0,1,50,0
59,37.054141207616226,0.0,41,9,0,0,50,0
60,37.054141207616226,0.0002547230978962034,41,9,0,0,50,0
